Trial ID: 4
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 0: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,344,213,118,24,2,1,0,0,0,0,0,0,0
4,664,185,7,0,0,0,0,0,0,0,0,0,0
5,838,44,0,0,0,0,0,0,0,0,0,0,0
6,879,4,0,0,0,0,0,0,0,0,0,0,0
7,815,2,0,0,0,0,0,0,0,0,0,0,0
8,738,0,0,0,0,0,0,0,0,0,0,0,0
9,623,0,0,0,0,0,0,0,0,0,0,0,0
10,474,0,0,0,0,0,0,0,0,0,0,0,0
11,347,0,0,0,0,0,0,0,0,0,0,0,0
12,243,0,0,0,0,0,0,0,0,0,0,0,0
13,180,0,0,0,0,0,0,0,0,0,0,0,0
14,127,0,0,0,0,0,0,0,0,0,0,0,0
15,96,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 1 ANALYSIS ===
--- Digit 1: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 1: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,246,133,85,50,19,3,0,0,0,0,0,0,0
4,506,174,13,2,0,0,0,0,0,0,0,0,0
5,602,67,1,0,0,0,0,0,0,0,0,0,0
6,582,12,0,0,0,0,0,0,0,0,0,0,0
7,540,8,0,0,0,0,0,0,0,0,0,0,0
8,457,2,0,0,0,0,0,0,0,0,0,0,0
9,353,2,0,0,0,0,0,0,0,0,0,0,0
10,258,2,0,0,0,0,0,0,0,0,0,0,0
11,182,1,0,0,0,0,0,0,0,0,0,0,0
12,135,0,0,0,0,0,0,0,0,0,0,0,0
13,108,0,0,0,0,0,0,0,0,0,0,0,0
14,82,0,0,0,0,0,0,0,0,0,0,0,0
15,61,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 2 ANALYSIS ===
--- Digit 2: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,347,248,147,47,7,0,0,0,0,0,0,0,0
4,737,276,5,0,0,0,0,0,0,0,0,0,0
5,955,87,0,0,0,0,0,0,0,0,0,0,0
6,1079,6,0,0,0,0,0,0,0,0,0,0,0
7,1074,2,0,0,0,0,0,0,0,0,0,0,0
8,1026,0,0,0,0,0,0,0,0,0,0,0,0
9,894,1,0,0,0,0,0,0,0,0,0,0,0
10,764,0,0,0,0,0,0,0,0,0,0,0,0
11,600,0,0,0,0,0,0,0,0,0,0,0,0
12,456,0,0,0,0,0,0,0,0,0,0,0,0
13,346,0,0,0,0,0,0,0,0,0,0,0,0
14,259,0,0,0,0,0,0,0,0,0,0,0,0
15,203,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
