Trial ID: 15
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 0: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,315,200,122,45,4,1,1,0,0,0,0,0,0
4,655,194,6,0,0,0,0,0,0,0,0,0,0
5,838,42,0,0,0,0,0,0,0,0,0,0,0
6,868,7,0,0,0,0,0,0,0,0,0,0,0
7,811,2,0,0,0,0,0,0,0,0,0,0,0
8,723,1,0,0,0,0,0,0,0,0,0,0,0
9,574,0,0,0,0,0,0,0,0,0,0,0,0
10,454,0,0,0,0,0,0,0,0,0,0,0,0
11,356,0,0,0,0,0,0,0,0,0,0,0,0
12,249,0,0,0,0,0,0,0,0,0,0,0,0
13,167,0,0,0,0,0,0,0,0,0,0,0,0
14,120,0,0,0,0,0,0,0,0,0,0,0,0
15,100,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 1 ANALYSIS ===
--- Digit 1: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 1: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,269,151,97,48,15,7,0,0,0,0,0,0,0
4,513,185,22,1,0,0,0,0,0,0,0,0,0
5,607,70,0,0,0,0,0,0,0,0,0,0,0
6,604,15,0,0,0,0,0,0,0,0,0,0,0
7,519,1,0,0,0,0,0,0,0,0,0,0,0
8,455,0,0,0,0,0,0,0,0,0,0,0,0
9,363,0,0,0,0,0,0,0,0,0,0,0,0
10,275,0,0,0,0,0,0,0,0,0,0,0,0
11,192,0,0,0,0,0,0,0,0,0,0,0,0
12,127,0,0,0,0,0,0,0,0,0,0,0,0
13,83,0,0,0,0,0,0,0,0,0,0,0,0
14,66,0,0,0,0,0,0,0,0,0,0,0,0
15,53,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 2 ANALYSIS ===
--- Digit 2: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
