Trial ID: 10
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 0: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,362,221,120,28,2,0,0,0,0,0,0,0,0
4,702,189,6,0,0,0,0,0,0,0,0,0,0
5,840,61,0,0,0,0,0,0,0,0,0,0,0
6,909,7,0,0,0,0,0,0,0,0,0,0,0
7,868,3,0,0,0,0,0,0,0,0,0,0,0
8,751,0,0,0,0,0,0,0,0,0,0,0,0
9,607,0,0,0,0,0,0,0,0,0,0,0,0
10,466,0,0,0,0,0,0,0,0,0,0,0,0
11,337,0,0,0,0,0,0,0,0,0,0,0,0
12,241,0,0,0,0,0,0,0,0,0,0,0,0
13,170,0,0,0,0,0,0,0,0,0,0,0,0
14,132,0,0,0,0,0,0,0,0,0,0,0,0
15,101,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 1 ANALYSIS ===
--- Digit 1: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 1: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,262,134,85,44,25,7,1,1,0,0,0,0,0
4,493,159,17,1,0,0,0,0,0,0,0,0,0
5,594,70,1,0,0,0,0,0,0,0,0,0,0
6,562,7,1,0,0,0,0,0,0,0,0,0,0
7,516,3,0,0,0,0,0,0,0,0,0,0,0
8,417,1,0,0,0,0,0,0,0,0,0,0,0
9,320,1,0,0,0,0,0,0,0,0,0,0,0
10,215,1,0,0,0,0,0,0,0,0,0,0,0
11,142,0,0,0,0,0,0,0,0,0,0,0,0
12,105,0,0,0,0,0,0,0,0,0,0,0,0
13,71,0,0,0,0,0,0,0,0,0,0,0,0
14,47,0,0,0,0,0,0,0,0,0,0,0,0
15,40,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 2 ANALYSIS ===
--- Digit 2: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 2: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,347,241,154,43,3,1,0,0,0,0,0,0,0
4,748,272,4,0,0,0,0,0,0,0,0,0,0
5,999,58,0,0,0,0,0,0,0,0,0,0,0
6,1094,4,0,0,0,0,0,0,0,0,0,0,0
7,1106,1,0,0,0,0,0,0,0,0,0,0,0
8,1072,0,0,0,0,0,0,0,0,0,0,0,0
9,949,0,0,0,0,0,0,0,0,0,0,0,0
10,775,0,0,0,0,0,0,0,0,0,0,0,0
11,616,0,0,0,0,0,0,0,0,0,0,0,0
12,476,0,0,0,0,0,0,0,0,0,0,0,0
13,362,0,0,0,0,0,0,0,0,0,0,0,0
14,272,0,0,0,0,0,0,0,0,0,0,0,0
15,222,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 3 ANALYSIS ===
--- Digit 3: B0 (Components) ---
