Trial ID: 8
Subsample Size: 1000
========================================

=== DIGIT 0 ANALYSIS ===
--- Digit 0: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 0: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,369,230,102,17,2,0,0,0,0,0,0,0,0
4,678,202,3,0,0,0,0,0,0,0,0,0,0
5,844,41,0,0,0,0,0,0,0,0,0,0,0
6,885,4,0,0,0,0,0,0,0,0,0,0,0
7,832,1,0,0,0,0,0,0,0,0,0,0,0
8,758,1,0,0,0,0,0,0,0,0,0,0,0
9,615,0,0,0,0,0,0,0,0,0,0,0,0
10,494,0,0,0,0,0,0,0,0,0,0,0,0
11,346,0,0,0,0,0,0,0,0,0,0,0,0
12,245,0,0,0,0,0,0,0,0,0,0,0,0
13,179,0,0,0,0,0,0,0,0,0,0,0,0
14,109,0,0,0,0,0,0,0,0,0,0,0,0
15,77,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 1 ANALYSIS ===
--- Digit 1: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1

--- Digit 1: B1 (Holes) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,250,131,91,47,14,6,1,0,0,0,0,0,0
4,484,158,24,1,0,0,0,0,0,0,0,0,0
5,583,62,2,0,0,0,0,0,0,0,0,0,0
6,615,14,0,0,0,0,0,0,0,0,0,0,0
7,542,4,0,0,0,0,0,0,0,0,0,0,0
8,445,1,0,0,0,0,0,0,0,0,0,0,0
9,364,0,0,0,0,0,0,0,0,0,0,0,0
10,289,0,0,0,0,0,0,0,0,0,0,0,0
11,195,0,0,0,0,0,0,0,0,0,0,0,0
12,124,0,0,0,0,0,0,0,0,0,0,0,0
13,86,0,0,0,0,0,0,0,0,0,0,0,0
14,58,0,0,0,0,0,0,0,0,0,0,0,0
15,41,0,0,0,0,0,0,0,0,0,0,0,0

########################################

=== DIGIT 2 ANALYSIS ===
--- Digit 2: B0 (Components) ---
k,1,2,3,4,5,6,7,8,9,10,11,12,13
3,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1
